timestamp,elapsed_s,round,scan_index,sensor_row,point_in_row,logical_node,physical_row_pin,physical_column_pin,raw_voltage_v,baseline_v,delta_v,signal_0_to_1,baseline_ready,short_below_0_2v
2026-08-17T20:04:26.482,-0.117123,126,15,2,7,R2C9,3,10,1.837647,1.824706,0.012941,0.000000,1,0
2026-08-17T20:04:26.482,-0.117123,126,16,2,8,R2C10,3,12,1.760000,1.747059,0.012941,0.000000,1,0
2026-08-17T20:04:26.482,-0.117123,126,17,3,1,R3C4,5,7,1.281176,1.747059,-0.465882,0.333333,1,0
2026-08-17T20:04:26.482,-0.117123,126,18,3,2,R3C5,5,2,0.802353,0.815294,-0.012941,0.000000,1,0
2026-08-17T20:04:26.482,-0.117123,126,19,3,3,R3C6,5,4,1.281176,1.358824,-0.077647,0.000000,1,0
2026-08-17T20:04:26.482,-0.117123,126,20,3,4,R3C7,5,6,1.772941,1.772941,0.000000,0.000000,1,0
2026-08-17T20:04:26.482,-0.117123,126,21,3,5,R3C8,5,8,0.828235,1.384706,-0.556471,0.719626,1,0
2026-08-17T20:04:26.482,-0.117123,126,22,3,6,R3C9,5,10,1.229412,1.320000,-0.090588,0.000000,1,0
2026-08-17T20:04:26.482,-0.117123,126,23,3,7,R3C10,5,12,1.578824,1.643529,-0.064706,0.000000,1,0
2026-08-17T20:04:26.482,-0.117123,126,24,3,8,R3C11,5,14,1.798823,1.798823,0.000000,0.000000,1,0
