timestamp,elapsed_s,round,scan_index,sensor_row,point_in_row,source_label,raw_voltage_v,signal_0_to_1,missing_filled_zero
2026-09-08T16:59:07.234,0.011467,29,75,10,3,R10C1,0,0,1
2026-09-08T16:59:07.234,0.011467,29,76,10,4,R10C2,0,0,1
2026-09-08T16:59:07.234,0.011467,29,77,10,5,R10C3,0,0,1
2026-09-08T16:59:07.234,0.011467,29,78,10,6,R10C4,0,0,1
2026-09-08T16:59:07.234,0.011467,29,79,10,7,R10C5,0,0,1
2026-09-08T16:59:07.234,0.011467,29,80,10,8,R10C6,0,0,1
2026-09-08T16:59:07.234,0.011467,29,81,11,1,R11C12,0,0,1
2026-09-08T16:59:07.234,0.011467,29,82,11,2,R11C1,0,0,1
2026-09-08T16:59:07.234,0.011467,29,83,11,3,R11C2,0,0,1
2026-09-08T16:59:07.234,0.011467,29,84,11,4,R11C3,0,0,1
2026-09-08T16:59:07.234,0.011467,29,85,11,5,R11C4,0,0,1
2026-09-08T16:59:07.234,0.011467,29,86,11,6,R11C5,0,0,1
2026-09-08T16:59:07.234,0.011467,29,87,11,7,R11C6,0,0,1
2026-09-08T16:59:07.234,0.011467,29,88,11,8,R11C7,0,0,1
2026-09-08T16:59:07.234,0.011467,29,89,12,1,R12C1,0,0,1
2026-09-08T16:59:07.234,0.011467,29,90,12,2,R12C2,0,0,1
