action_elapsed_s,N001,N002,N003,N004,N005,N006,N007,N008,N009,N010,N011,N012,N013,N014,N015,N016,N017,N018,N019,N020,N021,N022,N023,N024,N025,N026,N027,N028,N029,N030,N031,N032,N033,N034,N035,N036
10.950000,0.484559,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.062607,0.103049,0.224374,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.570805,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
11.000000,0.484559,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.067449,0.107891,0.229215,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.580487,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
11.050000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
11.100000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
11.150000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
11.200000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
11.250000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
11.300000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
11.350000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
11.400000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
11.450000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
11.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
11.550000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
11.600000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
11.650000,0.533087,0.000000,0.000000,0.000000,0.000000,0.000000,0.597795,0.039706,0.089095,0.000000,0.000000,0.000000,0.088235,0.136803,0.266177,0.000000,0.000000,0.000000,0.153800,0.015441,0.000391,0.000000,0.000000,0.000000,0.648994,0.000000,0.000000,0.000000,0.000000,1.000000,0.525000,0.000000,0.000000,0.000000,0.000000,1.000000
11.700000,0.533087,0.000000,0.000000,0.000000,0.000000,0.000000,0.597795,0.039706,0.094035,0.000000,0.000000,0.000000,0.088235,0.151649,0.266177,0.000000,0.000000,0.000000,0.158741,0.015441,0.002637,0.000000,0.000000,0.000000,0.639096,0.000000,0.000000,0.000000,0.000000,1.000000,0.525000,0.000000,0.000000,0.000000,0.000000,1.000000
11.750000,0.533087,0.000000,0.000000,0.000000,0.000000,0.000000,0.597795,0.039706,0.098975,0.000000,0.000000,0.000000,0.088235,0.166495,0.266177,0.000000,0.000000,0.000000,0.163681,0.015441,0.004883,0.000000,0.000000,0.000000,0.629199,0.000000,0.000000,0.000000,0.000000,1.000000,0.525000,0.000000,0.000000,0.000000,0.000000,1.000000
11.800000,0.533087,0.000000,0.000000,0.000000,0.000000,0.000000,0.597795,0.039706,0.103915,0.000000,0.000000,0.000000,0.086861,0.179954,0.266177,0.000000,0.000000,0.000000,0.168621,0.015441,0.007128,0.000000,0.000000,0.000000,0.620684,0.000000,0.000000,0.000000,0.000000,1.000000,0.525000,0.000000,0.000000,0.000000,0.000000,1.000000
11.850000,0.533087,0.000000,0.000000,0.000000,0.000000,0.000000,0.602232,0.035269,0.104411,0.000000,0.000000,0.000000,0.081927,0.189820,0.266177,0.000000,0.000000,0.000000,0.169117,0.015441,0.011791,0.000000,0.000000,0.000000,0.615752,0.000000,0.000000,0.000000,0.000000,1.000000,0.529437,0.000000,0.000000,0.000000,0.000000,1.000000
11.900000,0.533087,0.000000,0.000000,0.000000,0.000000,0.000000,0.607164,0.030336,0.104411,0.000000,0.000000,0.000000,0.076994,0.199686,0.266177,0.000000,0.000000,0.000000,0.169117,0.015441,0.016724,0.000000,0.000000,0.000000,0.610819,0.000000,0.000000,0.000000,0.000000,1.000000,0.534370,0.000000,0.000000,0.000000,0.000000,1.000000
11.950000,0.533087,0.000000,0.000000,0.000000,0.000000,0.000000,0.612096,0.025404,0.104411,0.000000,0.000000,0.000000,0.072061,0.209552,0.266177,0.000000,0.000000,0.000000,0.169117,0.015441,0.021656,0.000000,0.000000,0.000000,0.605886,0.000000,0.000000,0.000000,0.000000,1.000000,0.539303,0.000000,0.000000,0.000000,0.000000,1.000000
12.000000,0.528248,0.000000,0.000000,0.000000,0.000000,0.000000,0.613970,0.023530,0.104411,0.000000,0.000000,0.000000,0.072057,0.214399,0.266177,0.000000,0.000000,0.000000,0.153735,0.043129,0.023530,0.000000,0.000000,0.000000,0.615563,0.000000,0.000000,0.000000,0.000000,1.000000,0.525794,0.000000,0.000000,0.000000,0.000000,1.000000
12.050000,0.523405,0.000000,0.000000,0.000000,0.000000,0.000000,0.613970,0.023530,0.104411,0.000000,0.000000,0.000000,0.072057,0.219243,0.266177,0.000000,0.000000,0.000000,0.128931,0.087778,0.023530,0.000000,0.000000,0.000000,0.625250,0.000000,0.000000,0.000000,0.000000,1.000000,0.500989,0.000000,0.000000,0.000000,0.000000,1.000000
12.100000,0.518561,0.000000,0.000000,0.000000,0.000000,0.000000,0.613970,0.023530,0.104411,0.000000,0.000000,0.000000,0.072057,0.224087,0.266177,0.000000,0.000000,0.000000,0.104126,0.132426,0.023530,0.000000,0.000000,0.000000,0.634937,0.000000,0.000000,0.000000,0.000000,1.000000,0.476185,0.000000,0.000000,0.000000,0.000000,1.000000
12.150000,0.516912,0.000000,0.000000,0.000000,0.000000,0.000000,0.612219,0.023530,0.104411,0.000000,0.000000,0.000000,0.072057,0.236806,0.266177,0.000000,0.000000,0.000000,0.086484,0.173999,0.027032,0.000000,0.000000,0.000000,0.638235,0.000000,0.000000,0.000000,0.000000,1.000000,0.451537,0.000000,0.000000,0.000000,0.000000,1.000000
12.200000,0.516912,0.000000,0.000000,0.000000,0.000000,0.000000,0.607346,0.023530,0.104411,0.000000,0.000000,0.000000,0.072057,0.253589,0.266177,0.000000,0.000000,0.000000,0.081610,0.210091,0.036779,0.000000,0.000000,0.000000,0.638235,0.000000,0.000000,0.000000,0.000000,1.000000,0.427170,0.000000,0.000000,0.000000,0.000000,1.000000
12.250000,0.516912,0.000000,0.000000,0.000000,0.000000,0.000000,0.602473,0.023530,0.104411,0.000000,0.000000,0.000000,0.072057,0.270372,0.266177,0.000000,0.000000,0.000000,0.076736,0.246183,0.046526,0.000000,0.000000,0.000000,0.638235,0.000000,0.000000,0.000000,0.000000,1.000000,0.402802,0.000000,0.000000,0.000000,0.000000,1.000000
12.300000,0.516912,0.000000,0.000000,0.000000,0.000000,0.000000,0.597954,0.023530,0.105638,0.000000,0.000000,0.000000,0.072057,0.287155,0.266177,0.000000,0.000000,0.000000,0.072216,0.283494,0.057154,0.000000,0.000000,0.000000,0.638235,0.000000,0.000000,0.000000,0.000000,1.000000,0.379729,0.000000,0.000000,0.000000,0.000000,1.000000
12.350000,0.516912,0.000000,0.000000,0.000000,0.000000,0.000000,0.601918,0.023530,0.136233,0.000000,0.000000,0.000000,0.072057,0.303938,0.266177,0.000000,0.000000,0.000000,0.076181,0.350005,0.088871,0.000000,0.000000,0.000000,0.638235,0.000000,0.000000,0.000000,0.000000,1.000000,0.387658,0.000000,0.000000,0.000000,0.000000,1.000000
12.400000,0.516912,0.000000,0.000000,0.000000,0.000000,0.000000,0.605882,0.023530,0.166829,0.000000,0.000000,0.000000,0.072057,0.358740,0.266177,0.000000,0.000000,0.000000,0.080146,0.416517,0.120587,0.000000,0.000000,0.000000,0.629953,0.000000,0.000000,0.000000,0.000000,1.000000,0.395587,0.000000,0.000000,0.000000,0.000000,1.000000
12.450000,0.516912,0.000000,0.000000,0.000000,0.000000,0.000000,0.609846,0.023530,0.197424,0.000000,0.000000,0.000000,0.072057,0.420764,0.266177,0.000000,0.000000,0.000000,0.084111,0.483028,0.152304,0.000000,0.000000,0.000000,0.620097,0.000000,0.000000,0.000000,0.000000,1.000000,0.403516,0.000000,0.000000,0.000000,0.000000,1.000000
12.500000,0.516912,0.000000,0.000000,0.000000,0.000000,0.000000,0.613811,0.023530,0.228019,0.000000,0.000000,0.000000,0.072057,0.482787,0.266177,0.000000,0.000000,0.000000,0.088076,0.549539,0.184020,0.000000,0.000000,0.000000,0.610241,0.000000,0.000000,0.000000,0.000000,1.000000,0.411445,0.000000,0.000000,0.000000,0.000000,1.000000
12.550000,0.516912,0.000000,0.000000,0.000000,0.000000,0.000000,0.595373,0.023530,0.248183,0.000000,0.000000,0.000000,0.069290,0.510218,0.266177,0.000000,0.000000,0.000000,0.078936,0.630214,0.185295,0.000000,0.000000,0.000000,0.597579,0.000000,0.000000,0.000000,0.000000,1.000000,0.374569,0.000000,0.000000,0.000000,0.000000,1.000000
12.600000,0.516912,0.000000,0.000000,0.000000,0.000000,0.000000,0.575996,0.023530,0.267910,0.000000,0.000000,0.000000,0.064327,0.510218,0.266177,0.000000,0.000000,0.000000,0.069247,0.711482,0.185295,0.000000,0.000000,0.000000,0.582690,0.000000,0.000000,0.000000,0.000000,1.000000,0.335816,0.000000,0.000000,0.000000,0.000000,1.000000
12.650000,0.516912,0.000000,0.000000,0.000000,0.000000,0.000000,0.556620,0.023530,0.287637,0.000000,0.000000,0.000000,0.059364,0.510218,0.266177,0.000000,0.000000,0.000000,0.059559,0.792751,0.185295,0.000000,0.000000,0.000000,0.567802,0.000000,0.000000,0.000000,0.000000,1.000000,0.297063,0.000000,0.000000,0.000000,0.000000,1.000000
12.700000,0.516912,0.000000,0.000000,0.000000,0.000000,0.000000,0.549265,0.019498,0.306414,0.000000,0.000000,0.000000,0.055881,0.493277,0.267640,0.000000,0.000000,0.000000,0.055881,0.853828,0.213015,0.000000,0.000000,0.000000,0.560277,0.000000,0.000000,0.000000,0.000000,1.000000,0.262948,0.000000,0.000000,0.000000,0.000000,1.000000
12.750000,0.516912,0.000000,0.000000,0.000000,0.000000,0.000000,0.549265,0.012999,0.324609,0.000000,0.000000,0.000000,0.055881,0.436449,0.272544,0.000000,0.000000,0.000000,0.055881,0.902552,0.257696,0.000000,0.000000,0.000000,0.570086,0.000000,0.000000,0.000000,0.000000,1.000000,0.231671,0.000000,0.000000,0.000000,0.000000,1.000000
12.800000,0.516912,0.000000,0.000000,0.000000,0.000000,0.000000,0.549265,0.006499,0.342805,0.000000,0.000000,0.000000,0.055881,0.379621,0.277449,0.000000,0.000000,0.000000,0.055881,0.951276,0.302378,0.000000,0.000000,0.000000,0.579896,0.000000,0.000000,0.000000,0.000000,1.000000,0.200394,0.000000,0.000000,0.000000,0.000000,1.000000
12.850000,0.516912,0.000000,0.000000,0.000000,0.000000,0.000000,0.549265,0.000000,0.361001,0.000000,0.000000,0.000000,0.055881,0.322794,0.282354,0.000000,0.000000,0.000000,0.055881,1.000000,0.347059,0.000000,0.000000,0.000000,0.589705,0.000000,0.000000,0.000000,0.000000,1.000000,0.169117,0.000000,0.000000,0.000000,0.000000,1.000000
12.900000,0.516912,0.000000,0.000000,0.000000,0.000000,0.000000,0.553968,0.000000,0.361001,0.000000,0.000000,0.000000,0.060724,0.308265,0.282354,0.000000,0.000000,0.000000,0.060584,1.000000,0.379981,0.000000,0.000000,0.000000,0.604234,0.000000,0.000000,0.000000,0.000000,1.000000,0.197337,0.000000,0.000000,0.000000,0.000000,1.000000
12.950000,0.516912,0.000000,0.000000,0.000000,0.000000,0.000000,0.558670,0.000000,0.361001,0.000000,0.000000,0.000000,0.065567,0.293736,0.282354,0.000000,0.000000,0.000000,0.065287,1.000000,0.412904,0.000000,0.000000,0.000000,0.618762,0.000000,0.000000,0.000000,0.000000,1.000000,0.225556,0.000000,0.000000,0.000000,0.000000,1.000000
13.000000,0.516912,0.000000,0.000000,0.000000,0.000000,0.000000,0.563373,0.000000,0.361001,0.000000,0.000000,0.000000,0.070410,0.279208,0.282354,0.000000,0.000000,0.000000,0.069991,1.000000,0.445826,0.000000,0.000000,0.000000,0.633291,0.000000,0.000000,0.000000,0.000000,1.000000,0.253775,0.000000,0.000000,0.000000,0.000000,1.000000
13.050000,0.522212,0.000000,0.000000,0.000000,0.000000,0.000000,0.565440,0.000841,0.368532,0.000000,0.000000,0.000000,0.074708,0.245114,0.282354,0.000000,0.000000,0.000000,0.070208,1.000000,0.463994,0.000000,0.000000,0.000000,0.638235,0.000000,0.000000,0.000000,0.000000,1.000000,0.268026,0.000000,0.000000,0.000000,0.000000,1.000000
13.100000,0.530246,0.000000,0.000000,0.000000,0.000000,0.000000,0.565440,0.002341,0.381968,0.000000,0.000000,0.000000,0.078725,0.200929,0.282354,0.000000,0.000000,0.000000,0.066909,1.000000,0.470592,0.000000,0.000000,0.000000,0.638235,0.000000,0.000000,0.000000,0.000000,1.000000,0.271325,0.000000,0.000000,0.000000,0.000000,1.000000
13.150000,0.538280,0.000000,0.000000,0.000000,0.000000,0.000000,0.565440,0.003840,0.395404,0.000000,0.000000,0.000000,0.082742,0.156743,0.282354,0.000000,0.000000,0.000000,0.063610,1.000000,0.477191,0.000000,0.000000,0.000000,0.638235,0.000000,0.000000,0.000000,0.000000,1.000000,0.274624,0.000000,0.000000,0.000000,0.000000,1.000000
13.200000,0.546313,0.000000,0.000000,0.000000,0.000000,0.000000,0.565440,0.005340,0.408840,0.000000,0.000000,0.000000,0.086759,0.112558,0.282354,0.000000,0.000000,0.000000,0.060310,1.000000,0.483789,0.000000,0.000000,0.000000,0.638235,0.000000,0.000000,0.000000,0.000000,1.000000,0.277923,0.000000,0.000000,0.000000,0.000000,1.000000
13.250000,0.549265,0.000000,0.000000,0.000000,0.000000,0.000000,0.565440,0.006840,0.422276,0.000000,0.000000,0.000000,0.091343,0.099430,0.282354,0.000000,0.000000,0.000000,0.057011,1.000000,0.490388,0.000000,0.000000,0.000000,0.638235,0.000000,0.000000,0.000000,0.000000,1.000000,0.281223,0.000000,0.000000,0.000000,0.000000,1.000000
13.300000,0.549265,0.000000,0.000000,0.000000,0.000000,0.000000,0.568674,0.005883,0.374193,0.000000,0.000000,0.000000,0.096256,0.104344,0.282354,0.000000,0.000000,0.000000,0.059115,0.800064,0.394150,0.000000,0.000000,0.000000,0.638235,0.000000,0.000000,0.000000,0.000000,1.000000,0.327632,0.000000,0.000000,0.000000,0.000000,1.000000
13.350000,0.549265,0.000000,0.000000,0.000000,0.000000,0.000000,0.573593,0.003647,0.294071,0.000000,0.000000,0.000000,0.101169,0.109257,0.282354,0.000000,0.000000,0.000000,0.064034,0.495998,0.244352,0.000000,0.000000,0.000000,0.638235,0.000000,0.000000,0.000000,0.000000,1.000000,0.396494,0.000000,0.000000,0.000000,0.000000,1.000000
13.400000,0.549265,0.000000,0.000000,0.000000,0.000000,0.000000,0.578513,0.001411,0.213948,0.000000,0.000000,0.000000,0.102745,0.112500,0.280688,0.000000,0.000000,0.000000,0.068953,0.191933,0.094555,0.000000,0.000000,0.000000,0.639901,0.000000,0.000000,0.000000,0.000000,1.000000,0.465356,0.000000,0.000000,0.000000,0.000000,1.000000
13.450000,0.549265,0.000000,0.000000,0.000000,0.000000,0.000000,0.581617,0.000000,0.163373,0.000000,0.000000,0.000000,0.097844,0.112500,0.275787,0.000000,0.000000,0.000000,0.075641,0.001710,0.002606,0.000000,0.000000,0.000000,0.644802,0.000000,0.000000,0.000000,0.000000,1.000000,0.512406,0.000000,0.000000,0.000000,0.000000,1.000000
13.500000,0.549265,0.000000,0.000000,0.000000,0.000000,0.000000,0.581617,0.000000,0.163373,0.000000,0.000000,0.000000,0.092943,0.112500,0.270886,0.000000,0.000000,0.000000,0.085358,0.006348,0.009673,0.000000,0.000000,0.000000,0.649703,0.000000,0.000000,0.000000,0.000000,1.000000,0.522123,0.000000,0.000000,0.000000,0.000000,1.000000
13.550000,0.549265,0.000000,0.000000,0.000000,0.000000,0.000000,0.581617,0.000000,0.163373,0.000000,0.000000,0.000000,0.088427,0.112500,0.266370,0.000000,0.000000,0.000000,0.095074,0.010985,0.016740,0.000000,0.000000,0.000000,0.654411,0.000000,0.000000,0.000000,0.000000,1.000000,0.531839,0.000000,0.000000,0.000000,0.000000,1.000000
13.600000,0.549265,0.000000,0.000000,0.000000,0.000000,0.000000,0.581617,0.000000,0.164140,0.000000,0.000000,0.000000,0.093330,0.112500,0.271273,0.000000,0.000000,0.000000,0.104411,0.015441,0.023718,0.000000,0.000000,0.000000,0.654411,0.000000,0.000000,0.000000,0.000000,1.000000,0.541176,0.000000,0.000000,0.000000,0.000000,1.000000
13.650000,0.549265,0.000000,0.000000,0.000000,0.000000,0.000000,0.581617,0.000000,0.183746,0.000000,0.000000,0.000000,0.098233,0.112500,0.276176,0.000000,0.000000,0.000000,0.104411,0.015441,0.028533,0.000000,0.000000,0.000000,0.654411,0.000000,0.000000,0.000000,0.000000,1.000000,0.541176,0.000000,0.000000,0.000000,0.000000,1.000000
13.700000,0.549265,0.000000,0.000000,0.000000,0.000000,0.000000,0.581617,0.000000,0.203352,0.000000,0.000000,0.000000,0.103136,0.112500,0.281079,0.000000,0.000000,0.000000,0.104411,0.015441,0.033347,0.000000,0.000000,0.000000,0.654411,0.000000,0.000000,0.000000,0.000000,1.000000,0.541176,0.000000,0.000000,0.000000,0.000000,1.000000
13.750000,0.544343,0.000000,0.000000,0.000000,0.000000,0.000000,0.581617,0.000000,0.222959,0.000000,0.000000,0.000000,0.104411,0.119883,0.282354,0.000000,0.000000,0.000000,0.104411,0.015441,0.038162,0.000000,0.000000,0.000000,0.649490,0.000000,0.000000,0.000000,0.000000,0.955040,0.541176,0.000000,0.000000,0.000000,0.000000,1.000000
13.800000,0.537692,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.104411,0.129860,0.282354,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.642839,0.000000,0.000000,0.000000,0.000000,0.894283,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
13.850000,0.531041,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.104411,0.139836,0.282354,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.636188,0.000000,0.000000,0.000000,0.000000,0.833527,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
13.900000,0.524390,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.104411,0.149813,0.282354,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.629537,0.000000,0.000000,0.000000,0.000000,0.772770,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
13.950000,0.517739,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.104411,0.159790,0.282354,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.622886,0.000000,0.000000,0.000000,0.000000,0.712013,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
14.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
14.050000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
14.100000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
14.150000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
14.200000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
14.250000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
14.300000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
14.350000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
14.400000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
14.450000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
14.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
14.550000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
14.600000,0.597795,0.039706,0.089095,0.000000,0.000000,0.000000,0.533087,0.000000,0.000000,0.000000,0.000000,0.000000,0.153800,0.015441,0.000391,0.000000,0.000000,0.000000,0.088235,0.136803,0.266177,0.000000,0.000000,0.000000,0.525000,0.000000,0.000000,0.000000,0.000000,1.000000,0.648994,0.000000,0.000000,0.000000,0.000000,1.000000
14.650000,0.597795,0.039706,0.094035,0.000000,0.000000,0.000000,0.533087,0.000000,0.000000,0.000000,0.000000,0.000000,0.158741,0.015441,0.002637,0.000000,0.000000,0.000000,0.088235,0.151649,0.266177,0.000000,0.000000,0.000000,0.525000,0.000000,0.000000,0.000000,0.000000,1.000000,0.639096,0.000000,0.000000,0.000000,0.000000,1.000000
